TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2140', '2102']|element1|Advanced Dungeons & Dragons 2nd Edition|Elemental, Air/Earth|Elemental, Air/Earth|Air|Air|Very rare|8, 12, or 16|Low (5-7)|Nil|8-12 Hit Dice: Champion (15-16)<br>16 Hit Dice: Fanatic (17)|Fl 36 (A)|1|1|Solitary|L to H (8-16' tall)|See below|+2 weapon or better to hit|8 Hit Dice: 13<br>12 Hit Dice: 9<br>16 Hit Dice: 5|Nil|8 Hit Dice: 3,000<br>12 Hit Dice: 7,000<br>16 Hit Dice: 11,000|Neutral|2|Any air|2-20
['2140', '2102']|element1|Advanced Dungeons & Dragons 2nd Edition|Elemental, Air/Earth|Elemental, Air/Earth|Earth|Earth, metal, or gem|Very rare|8, 12, or 16|Low (5-7)|Nil|8-12 Hit Dice: Champion (15-16)<br>16 Hit Dice: Fanatic (17)|6|1|1|Solitary|L to H (8-16' tall)|See below|+2 weapon or better to hit|8 Hit Dice: 13<br>12 Hit Dice: 9<br>16 Hit Dice: 5|Nil|8 Hit Dice: 2,000<br>12 Hit Dice: 6,000<br>16 Hit Dice: 10,000|Neutral|2|Any land|4-32
['2140', '2102']|element2|Advanced Dungeons & Dragons 2nd Edition|Elemental, Fire/Water|Elemental, Fire/Water|Fire|Any combustible|Very rare|8, 12, or 16|Low (5-7)|Nil|8-12 Hit Dice: Champion (15-16)<br>16 Hit Dice: Fanatic (17)|12|1|1|Solitary|L to H (8-16' tall)|See below|+2 weapon or better to hit|8 Hit Dice: 13<br>12 Hit Dice: 9<br>16 Hit Dice: 5|Nil|8 Hit Dice: 2,000<br>12 Hit Dice: 6,000<br>16 Hit Dice: 10,000|Neutral|2|Any dry land|3-24
['2140', '2102']|element2|Advanced Dungeons & Dragons 2nd Edition|Elemental, Fire/Water|Elemental, Fire/Water|Water|Any liquid|Very rare|8, 12, or 16|Low (5-7)|Nil|8-12 Hit Dice: Champion (15-16)<br>16 Hit Dice: Fanatic (17)|6, Sw 18|1|1|Solitary|L to H (8-16' tall)|See below|+2 weapon or better to hit|8 Hit Dice: 12<br>12 Hit Dice: 9<br>16 Hit Dice: 7|Nil|8 Hit Dice: 2,000<br>12 Hit Dice: 6,000<br>16 Hit Dice: 10,000|Neutral|2|Large areas of water|5-30
['2102', '2140']|elephant|Advanced Dungeons & Dragons 2nd Edition|Elephant|Elephant|Elephant (African)|Herbivore|Common|11|Semi- (2-4)|Nil|Unsteady (7)|15|1-12|5|Herd|L (11' tall)|Nil|Nil|9|Nil|4,000|Neutral|6|Subtropical to tropical jungle and plains|2-16/2-16/<br>2-12/2-12/2-12
['2102', '2140']|elephant|Advanced Dungeons & Dragons 2nd Edition|Elephant|Elephant|Mammoth|Herbivore|Very rare (Common)|13|Semi- (2-4)|Nil|Unsteady (7)|12|1-12|5|Herd|L to H (10-14' tall)|Nil|Nil|7|Nil|6,000|Neutral|5|Subarctic plains|3-18/3-18/<br>2-16/2-12/2-12
['2102', '2140']|elephant|Advanced Dungeons & Dragons 2nd Edition|Elephant|Elephant|Mastodon|Herbivore|Very rare (Common)|12|Semi- (2-4)|Nil|Unsteady (7)|15|1-12|5|Herd|L (10' tall)|Nil|Nil|9|Nil|5,000|Neutral|6|Subarctic plains|2-16/2-16/<br>2-12/2-12/2-12
['2102', '2140']|elephant|Advanced Dungeons & Dragons 2nd Edition|Elephant|Elephant|Oliphant|Herbivore|Rare|8+4 (10+5)|Low (5-7)|Nil|8+4 HD: Unsteady (7)<br>10+5 HD: Average (10)|15|1-8|4|Herd|L (8-10' tall)|Nil|Nil|8+4 HD: 11<br>10+5 HD: 9|Nil|8+4 HD: 2,000<br>10+5 HD: 4,000|Neutral|4|Temperate to subartic plains and tundra|3-12/3-12/<br>3-12/3-12
['2140', '2102']|elf|Advanced Dungeons & Dragons 2nd Edition|Elf|Elf|Elf|Omnivore|Uncommon|1+1|High to Supra-genius (14-20)|90% resistance to <i>sleep</i> and all <i>charm</i>-related spells|Elite (13)|12|20-200|1|Bands|M (5'+ tall)|+1 to hit with bow or sword|See below|19 (18)|Individual: N; G,S,T in lair|420|Chaotic good|5 (10)|Temperate to subtropical forest|1-10
['2140']|elfaquat|Advanced Dungeons & Dragons 2nd Edition|Elf, Aquatic|Elf, Aquatic|Elf, Aquatic|Omnivore|Very rare|1+1|High to genius (14-18)|90% to <i>sleep</i> and <i>charm</i> spells|Elite (13)|9, Sw 15|20-120|1 or 2|Bands|M (6'+tall)|+1 with spears and tridents|See below|19|K,Q, (I,O,X,Y)|420|Chaotic good|6 (9)|Temperate/Shallow salt water|1-8 (weapon)
['2140', '2103']|elfdrow|Advanced Dungeons & Dragons 2nd Edition|Elf, Drow|Elf, Drow|Drider|See below|Very rare|6+6|High (13-14)|15%|Elite (14)|12|1 or 1-4|1|Bands|L (9' tall)|See below|Nil|13|N&times;2,Q|Transformed mages: 3,000<br>Transformed priests: 5,000|Chaotic evil|3|Subterranean caves & cities|1-4 or by weapon
['2140', '2103']|elfdrow|Advanced Dungeons & Dragons 2nd Edition|Elf, Drow|Elf, Drow|Drow|Omnivorous|Very rare|2|High to Supra- (13-20)|See below|Elite (14)|12|5-50|1 or 2|Clans, bands|M (5' tall)|See below|See below|19|N&times;5,Q&times;2|Priests: 975<br>Others: 650|Chaotic evil|4 (10)|Subterranean caves & cities|By weapon
['2140', '2103']|ettercap|Advanced Dungeons & Dragons 2nd Edition|Ettercap|Ettercap|Ettercap|Carnivore|Rare|5|Low (5-7)|Nil|Elite (13)|12|1-2|3|Solitary or pairs|M (6' tall)|Poison|Traps (see below)|15|Nil|650|Neutral evil|6|Heavily wooded forest|1-3/1-3/1-8
['2105', '2140', '9244', '9245']|eyewing|Dragonlance|Eyewing|Eyewing|Eyewing|None known|Rare|3|Low (5-7)|Nil|Steady (12)|Fl 24 (B)|1-20|3 or 1|Band|L (15' wingspan)|Tears|See below|17|Nil|650|Lawful evil|4|The Abyss (preferred)|1-6/1-6/1-4 or eyewing tears
['2140', '2125']|feyr|Advanced Dungeons & Dragons 2nd Edition|Feyr|Feyr|Feyr|Emotions|Very rare|4|Low (5)|10%|Fanatic (18)|12|1-4|1|Loose band|S (2' tall)|Fear|Nil|17|Nil|975|Chaotic evil|2|Urban|1-4
['2140', '2125']|feyr|Advanced Dungeons & Dragons 2nd Edition|Feyr|Feyr|Great Feyr|Emotions|Very rare|16|High (14)|40%|Fanatic (18)|12, Fl 18 (B)|1|1-4|Solitary|M (7' tall)|Emotion control|Invisibility|5|Nil|13,000|Chaotic evil|-2|Any|2-12/2-12/2-12/2-12
['2103', '2140']|frog|Advanced Dungeons & Dragons 2nd Edition|Frog|Frog|Giant|Carnivore|Uncommon|1-3|Non- (0)|Nil|Average (8)|3, Sw 9|5-40|1|Pack|T-M (2-6' long)|Tongue and swallow whole|Nil|1 HD: 19<br>2-3 HD: 16|Nil|1 HD: 120<br>2 HD: 175<br>3 HD: 270|Nil|7|Any fresh water|1-3/1-6/2-8
['2103', '2140']|frog|Advanced Dungeons & Dragons 2nd Edition|Frog|Frog|Killer|Carnivore|Very rare|1+4|Non- (0)|Nil|Unsteady (6)|6, Sw 12|3-18|3|Pack|S (3' long)|Nil|Nil|18|Nil|35|Nil|8|Any fresh water|1-2/1-2/2-5
['2103', '2140']|frog|Advanced Dungeons & Dragons 2nd Edition|Frog|Frog|Poisonous|Insectivore|Rare|1|Non- (0)|Nil|Unsteady (6)|3, Sw 9|2-12|1|Pack|T (6&rdquo;-1' long)|Nil|Poison|19|Nil|65|Nil|8|Any fresh water|1
['2140', '2103']|fungus|Advanced Dungeons & Dragons 2nd Edition|Fungus|Fungus|Ascomoid|Scavenger|Very rare|6+6|Unratable|Nil|Champion (15)|12 (see below)|1|1|Multicellular|M to L (5-10' dia.)|Spore jet|See below|13|Nil|1,400|Neutral (evil)|3|Subterranean|See below
['2140', '2103']|fungus|Advanced Dungeons & Dragons 2nd Edition|Fungus|Fungus|Gas spore|Scavenger|Rare|1 hp|Non- (0)|Nil|Average (8)|3|1-3|1|Multicellular|M (4-6' dia.)|See below|Nil|N/A|Nil|120|Neutral|9|Subterranean|See below
['2140', '2103']|fungus|Advanced Dungeons & Dragons 2nd Edition|Fungus|Fungus|Phycomid|Scavenger|Rare|5|Unratable|Nil|Elite (14)|3|1-4|2|Multicellular|T (2' dia.)|Infection|See below|15|Nil|650|Neutral (evil)|5|Subterranean|3-6/3-6
['2140', '2103']|fungus|Advanced Dungeons & Dragons 2nd Edition|Fungus|Fungus|Shrieker|Scavenger|Common|3|Non- (0)|Nil|Steady (12)|1|2-8 (2d4)|0|Multicellular|M (4-7')|Nil|Noise|17|Nil|120|Neutral|7|Subterranean|Nil
['2140', '2103']|fungus|Advanced Dungeons & Dragons 2nd Edition|Fungus|Fungus|Violet|Scavenger|Rare|3|Non- (0)|Nil|Steady (12)|1|1-4|1-4|Multicellular|M (4-7')|See below|Nil|17|Nil|175|Neutral|7|Subterranean|See below
['2140', '2103']|galeduhr|Advanced Dungeons & Dragons 2nd Edition|Galeb Duhr|Galeb Duhr|Galeb Duhr|Special|Very rare|8-10|Very (11-12)|20%|Fanatic (17)|6|1-4|2|Family|L (8-12' tall)|See below|See below|8 HD: 13<br>9-10 HD: 11|Q (&times;3),X|8 HD: 8,000<br>9 HD: 9,000<br>10 HD: 10,000|Neutral|-2|Any mountain|2-16, 3-18, or 4-24
['2140', '2116']|gargantu|Advanced Dungeons & Dragons 2nd Edition|Gargantua|Gargantua|Humanoid|Omnivore|Very rare|35|Low (5-7)|Nil|Elite (14)|21|1-2|2|Solitary or mated pair|G (80-100' tall)|Trample|Regeneration|5|Nil|28,000|Chaotic neutral|4|Tropical and subtropical islands, jungles, and mountains|4-40/4-40
['2140', '2116']|gargantu|Advanced Dungeons & Dragons 2nd Edition|Gargantua|Gargantua|Insectoid|Omnivore|Rare|20-30|Low (5-7)|Nil|Elite (13)|6, Fl 36 (E)|1-3|1|Solitary or mated pair|G (60' long)|See below|Regeneration|5|Nil|20 HD: 14,000<br>30 HD: 24,000|Chaotic neutral|6|Tropical, subtropical, and temperate mountains|3-30
['2140', '2116']|gargantu|Advanced Dungeons & Dragons 2nd Edition|Gargantua|Gargantua|Reptilian|Special|Rare|50|Low (5-7)|Nil|Elite (14)|18, Sw 12|1-2|3|Solitary or mated pair|G (100-200' tall)|See below|Regeneration|5|Nil|43,000|Chaotic neutral|2|Tropical and subtropical islands|3-30/3-30/6-60
['2140', '2103']|gargoyl1|Advanced Dungeons & Dragons 2nd Edition|Gargoyle I|Gargoyle I|Gargoyle|Carnivore|Uncommon|4+4|Low (5-7)|Nil|Steady (11)|9, Fl 15 (C)|2-16|4|Tribe|M (6' tall)|Nil|+1 or better weapon to hit|15|M&times;10 (C)|420|Chaotic evil|5|Any land, subterranean, ocean|1-3/1-3/1-6/1-4
['2140', '2103']|gargoyl1|Advanced Dungeons & Dragons 2nd Edition|Gargoyle I|Gargoyle I|Margoyle|Carnivore|Rare|6|Low (5-7)|Nil|Elite (13)|6, Fl 12 (C)|2-8|4|Tribe|M (6' tall)|See below|+1 or better weapon to hit|15|Q (C)|975|Chaotic evil|2|Any land, subterranean, ocean|1-6/1-6/2-8/2-8
['2140', '2102', '2103']|genie|Advanced Dungeons & Dragons 2nd Edition|Genie|Genie|Dao|Omnivore|Rare|8+3|Low to very (5-12)|Nil|Champion (15-16)|9, Fl 15 (B), Br 6|1|1|Khanate|L (8-11' tall)|See below|See below|11|Nil|5,000|Neutral evil|3|Earth|3-18 (3d6)
['2140', '2102', '2103']|genie|Advanced Dungeons & Dragons 2nd Edition|Genie|Genie|Djinni|Omnivore|Very rare|7+3|Average to highly (8-14)|Nil|Elite (13-14)|9, Fl 24 (A)|1|1|Caliphate|L (10½' tall)|See below|See below|13|Nil|5,000<br>Noble: 11,000|Chaotic good|4|Air|2-16 (2d8)
['2140', '2102', '2103']|genie|Advanced Dungeons & Dragons 2nd Edition|Genie|Genie|Efreeti|Omnivore|Very rare|10|Very (11-12)|Nil|Champion (15-16)|9, Fl 24 (B)|1|1|Sultanate|L (12' tall)|See below|See below|11|Nil|8,000|Neutral (lawful evil)|2|Fire|3-24 (3d8)
['2140', '2102', '2103']|genie|Advanced Dungeons & Dragons 2nd Edition|Genie|Genie|Jann|Omnivore|Very rare|6+2|Very to exceptional (11-16)|20%|Champion (15)|12, Fl 30 (A)|1-2|1|Amirate|M (6-7' tall)|See below|See below|15|Nil|3,000 (+1,000 per added Hit Die)|Neutral (good)|2 (5)|Any land|1-8 + Strength bonus or by weapon + Strength bonus
['2140', '2102', '2103']|genie|Advanced Dungeons & Dragons 2nd Edition|Genie|Genie|Marid|Omnivore|Very rare|13|High to genius (13-18)|25%|Champion (16)|9, Fl 15 (B), Sw 24|1|1|Padishate|H (18' tall)|See below|See below|7|Nil|16,000|Chaotic neutral|0|Water|4-32 (4d8)
['2140', '2102']|ghost|Advanced Dungeons & Dragons 2nd Edition|Ghost|Ghost|Ghost|None|Very rare|10|High (13-14)|Nil|Special|9|1|1|Solitary|M (5-6' tall)|See below|See below|11|E,S|7,000|Lawful evil|0 or 8 (see below)|Any|Age 10-40 years
['2140', '2102']|ghoul|Advanced Dungeons & Dragons 2nd Edition|Ghoul|Ghoul|Ghast|Corpses|Rare|4|Very (11-12)|Nil|Elite (13-14)|15|1-6 or 1-4 (with Ghoul packs)|3|Pack|M (5-6' tall)|See below|See below|17|B,Q,R,S,T|650|Chaotic evil|4|Any land|1-4/1-4/1-8
['2140', '2102']|ghoul|Advanced Dungeons & Dragons 2nd Edition|Ghoul|Ghoul|Ghoul|Corpses|Uncommon|2|Low (5-7)|Nil|Steady (11-12)|9|2-24 (2d12)|3|Pack|M (5-6' tall)|Paralyzation|See below|19|B,T|175|Chaotic evil|6|Any land|1-3/1-3/1-6
['2140', '2102']|ghoul|Advanced Dungeons & Dragons 2nd Edition|Ghoul|Ghoul|Lacedon|Corpses|Very rare|2|Low (5-7)|Nil|Steady (11-12)|Sw 9|2-24 (2d12)|3|Pack|M (5-6' tall)|Paralyzation|See below|19|B,T|175|Chaotic evil|6|Any water|1-3/1-3/1-6
['2140', '2102']|gianclou|Advanced Dungeons & Dragons 2nd Edition|Giant, Cloud|Giant, Cloud|Giant, Cloud|Special|Very rare|16 + 2-7 hit points|Average to very (8-12)|Nil|Fanatic (17-18)|15|1-10|1|Tribal|H (24' tall)|Hurling rocks for 2-24|Surprised only on a 1|5|E,Q (&times;5)|10,000<br>Infant: Nil<br>Juvenile, -3: 975<br>Juvenile, -2: 3,000<br>Juvenile, -1: 5,000<br>Spell caster, 1st: 11,000<br>Spell caster, 2nd: 11,000<br>Spell caster, 3rd 11,000<br>Spell caster, 4th: 13,000|Neutral (good 50%, evil 50%)|0|Any mountains or magical cloud islands|1-10, or by weapon (6-24+11)
['2140', '2103']|giancycl|Advanced Dungeons & Dragons 2nd Edition|Giant, Cyclops|Giant, Cyclops|Cyclops|Omnivore|Very rare|13|Low (5-7)|Nil|Champion (16)|15|1-4|1|Clan|H (20' tall)|Hurl boulders|Nil|7|C|4,000|Chaotic evil|2|Temperate/Hills and mountains|6-36
['2140', '2103']|giancycl|Advanced Dungeons & Dragons 2nd Edition|Giant, Cyclops|Giant, Cyclops|Cyclopskin|Omnivore|Rare|5|Low to average (5-10)|Nil|Elite (13)|12|1-8|1|Clan|L (7½' tall)|Nil|Nil|15|C|270|Chaotic (evil)|3|Temperate/Hills and mountains|by weapon +4 (Str bonus)
['2129', '2140']|giandese|Al-Qadim (Forgotten Realms)|Giant, Desert|Giant, Desert|Giant, Desert|Omnivore|Very rare|13|Average (8-10)|Nil|Elite (14)|15|2-20|1|Tribal|H (17' tall)|Hurling spears|Camouflage|7|B|5,000|Neutral|1|Desert|1-10 or by weapon (2-12 +7)
['2140', '2103']|gianetti|Advanced Dungeons & Dragons 2nd Edition|Giant, Ettin|Giant, Ettin|Giant, Ettin|Carnivore|Very rare|10|Low (5-7)|Nil|Elite (14)|12|1 or 1-4|2|Solitary|H (13' tall)|Nil|Surprised only on a 1|11|O (C,Y)|3,000|Chaotic evil|3|Subarctic to temperate/Hills and mountains|1-10/2-12 + weapon
['2140', '2103']|gianfirb|Advanced Dungeons & Dragons 2nd Edition|Giant, Firbolg|Giant, Firbolg|Giant, Firbolg|Omnivore|Very rare|13+7|Average to genius (8-18)|15%|Champion (16)|15|1-4 or 4-16|1|Clan|L (10½' tall)|Spells|Swat away missiles|9|E,Y (M&times;10,Q)|8,000<br>Shaman: 9,000|Neutral (chaotic good)|2|Temperate/Hills and forests|1-10 (weapon) +7 (Str bonus)
['2140', '2102']|gianfire|Advanced Dungeons & Dragons 2nd Edition|Giant, Fire|Giant, Fire|Giant, Fire|Omnivorous|Rare|15 +2-5 hit points|Low to average (5-10)|Nil|Champion (15-16)|12 (15)|1-8|1|Tribal|H (18')|Hurling rocks for 2-20 (2d10)|Resistant to fire|5|E|8,000<br>Infant: Nil<br>Juvenile, -3: 120<br>Juvenile, -2: 3,400<br>Juvenile, -1: 5,000<br>Shaman/Witch doctor, 1st level spells: 9,000<br>Shaman/Witch doctor, 2nd level spells: 10,000<br>Shaman/Witch doctor, 3rd level spells: 10,000<br>Shaman/Witch doctor, 4th level spells: 12,000|Lawful evil|-1 (5)|Any temperate, subtropical, tropical|1-8, or by weapon (2-20+10)
['2140']|gianfog|Advanced Dungeons & Dragons 2nd Edition|Giant, Fog|Giant, Fog|Giant, Fog|Omnivore|Very rare|14|Average to highly (8-14)|Nil|Elite (14)|15|1-4 (rarely 1-6)|1|Clan, Hunting Group|H (24' tall)|Rock hurling|See below|7|E,R|5,000|Neutral (good 50%, evil 50%)|1|Temperate/Swamps, marshes, boggy forests, and coastal regions|1-10, or by weapon (3-18+11)
['2140', '2103']|gianform|Advanced Dungeons & Dragons 2nd Edition|Giant, Fomorian|Giant, Fomorian|Giant, Fomorian|Omnivore|Uncommon|13+3|Average (8-10)|Nil|Elite (14)|9|1-4|1|Solitary|H (13½' tall)|Surprise|Only surprised on a 1|9|D,Q&times;10|6,000|Neutral evil|3|Any mountain and subterranean|2&times; weapon, +8 (Str bonus)
['2140', '2102']|gianfros|Advanced Dungeons & Dragons 2nd Edition|Giant, Frost|Giant, Frost|Giant, Frost|Omnivorous|Very rare|14 + 1-4 hit points|Low to average (5-10)|Nil|Very Steady (13-14)|12 (15)|1-8|1|Tribal|H (21')|Hurling rocks for 2-20 (2d10)|Impervious to cold|7 or 5|E|7,000<br>Infant: Nil<br>Juvenile, -3: 270<br>Juvenile, -2: 975<br>Juvenile, -1: 4,000<br>Shaman/Witch doctor, 1st: 8,000<br>Shaman/Witch doctor, 2nd: 8,000<br>Shaman/Witch doctor, 3rd: 8,000<br>Shaman/Witch doctor, 4th+: 10,000|Chaotic evil|0 (5)|Arctic lands|1-8, or by weapon (2-16 +9)
['2140', '2102']|gianhill|Advanced Dungeons & Dragons 2nd Edition|Giant, Hill|Giant, Hill|Giant, Hill|Omnivore|Rare|12+1-2 hit points|Low (5-7)|Nil|Elite (13-14)|12|1-12|1|Tribal|H (16' tall)|Hurling rocks for 2-16 (2d8)|Nil|9|D|3,000<br>Infant: Nil<br>Juvenile, -3: 270<br>Juvenile, -2: 650<br>Juvenile, -1: 2,000|Chaotic evil|3 (5)|Any hills and mountains|1-6 or by weapon (2-12+7)
['2129', '2140']|gianjung|Al-Qadim (Forgotten Realms)|Giant, Jungle|Giant, Jungle|Giant, Jungle|Carnivore|Uncommon|11|Average to High (8-14)|Nil|Champion (16)|15, Cl 6|1 or 1-6|1 or 2|Tribal/cooperative|H (18' tall)|Surprise, arrows|See below|9|Q (A)|6,000|Neutral|3|Tropical/jungle|2-16 +9 or 2-12 +9/2-12 +9
['2140', '9292']|gianmoun|Advanced Dungeons & Dragons 2nd Edition|Giant, Mountain|Giant, Mountain|Giant, Mountain|Omnivore|Very rare|15+3|Average (8-10)|Nil|Champion (15-16)|12|1-4|1|Family|H (14' tall)|Hurling rocks for 2-20|Nil|5|E|7,000<br>Infant: Nil<br>Juvenile: 3,000<br>Shaman: 8,000<br>Shaman, 3rd: 9,000|Chaotic neutral|4|Any/Mountains|1-8 or by weapon (4d10+10)
['2129', '2140']|gianreef|Al-Qadim (Forgotten Realms)|Giant, Reef|Giant, Reef|Giant, Reef|Omnivore|Very rare|18|Very (11-12)|Nil|Fanatic (17)|15, Sw 12|1 or 1-4|1|Solitary|H (16' tall)|Boulders, whirlpool|Immune to water-based attacks|5|Z (A)|12,000|Neutral good|0 or -4|Tropical or subtropical ocean/reef|1-10 or by weapon (typically 2-20 + 10)
['2140', '2102']|gianston|Advanced Dungeons & Dragons 2nd Edition|Giant, Stone|Giant, Stone|Giant, Stone|Omnivore|Rare|14 + 1-3 hit points|Average (8-10)|Nil|Champion (16)|12|1-10|1|Tribal|H (18' tall)|Hurling rocks for 3-30 (3d10)|See below|7|D|7,000<br>Infant: Nil<br>Juvenile, -3: 975<br>Juvenile, -2: 3,000<br>Juvenile, -1: 6,000<br>Elder: 9,000<br>Spell caster: 9,000|Neutral|0|Sub-tropical and temperate mountains|1-8 or by weapon (2-12+8)
['2140', '2102']|gianstor|Advanced Dungeons & Dragons 2nd Edition|Giant, Storm|Giant, Storm|Giant, Storm|Omnivorous|Very rare|19 + 2-7 hit points|Exceptional (15-16)|Nil|Fanatic (17-18)|15, Sw 15|1 (2-4)|1|Solitary or Tribal|G (26' tall)|See below|Impervious to electricity|3|E,Q&times;10,S|14,000<br>Infant: Nil<br>Juvenile, -3: 1,400<br>Juvenile, -2: 4,000<br>Juvenile, -1: 7,000<br>Spell caster, 1st: 15,000<br>Spell caster, 2nd: 15,000<br>Spell caster, 3rd: 15,000<br>Spell caster, 4th+: 17,000|Chaotic good|-6 (0)|Special (see below)|1-10 or by weapon (3-30+12)
['2140', '2103']|gianverb|Advanced Dungeons & Dragons 2nd Edition|Giant, Verbeeg|Giant, Verbeeg|Giant, Verbeeg|Omnivore|Uncommon|5+5|Average to very (8-12)|Nil|Elite (13)|18|1-6 or 5-30|2|Tribe|L (8½-10' tall)|Nil|Nil|15|B (K,L,M&times;5)|270|Neutral (evil)|4 or better|Temperate and arctic/Hills|1-6 (weapon) +3 to +6 (Str bonus)
['2140', '2107']|gianwood|Advanced Dungeons & Dragons 2nd Edition|Giant, Wood|Giant, Wood|Giant, Wood|Herbivore|Very rare|7+7|High to exceptional (13-16)|Nil|Steady (11-12)|12|1-4|1|Clan|L (9½' tall)|-4 penalty to opponents' surprise rolls|Resistant to some spells|13|E|1,400|Chaotic good|8 (5 in armor)|Temperate, subtropical/Forests|1-10 (weapon) +3 to +6 (Strength bonus)
['2140', '1085', '2132']|gibberli|Advanced Dungeons & Dragons 2nd Edition|Gibberling|Gibberling|Gibberling|Carnivore|Uncommon|1|Low (5-7)|Nil|Unsteady (5)|9|40-400|1|Herd|S-M (4-5' tall)|Mass assault|Nil|19|Nil|35|Chaotic neutral|10|Temperate/Forest, subterranean|1-8 (weapon)
['1049', '2140']|giff|Spelljammer|Giff|Giff|Giff|Omnivore|Rare|4|Low (7)|10%|Elite (14)|6|11-20|2 or 1|Platoon|L (9' tall)|Head butt|Can call on other giff|17|Nil|420|Lawful neutral|6 (2)|Any|1-6 +7 or by weapon +7
['2140', '2400']|gith|Dark Sun|Gith|Gith|Gith|Carnivore|Uncommon|3|Average (10)|Nil|Steady (12)|10|10-100|1 or 2|Tribal|M|Springing|Nil|17|M (I)|175|Chaotic evil|8|Arid tablelands and mountains|By weapon or 1d4/1d4
['2140']|githpira|Spelljammer|Gith, Pirate of|Gith, Pirate of|Gith, Pirate of|Carnivore|Rare|7-11|Exceptional (15-16)|Nil|Champion (16)|12|20-40/As ship crew|Varies|Ship/Military|M (6-7' tall)|See below|See below|Special|A (N)|Special|Lawful evil|0|Wildspace|By weapon
['2118', '2140', '2602', '2428']|githyank|Planescape|Githyanki|Githyanki|Githyanki|Omnivore|Very rare|Per class and level|Exceptional to genius (15-18)|Nil|Average to elite (8-14)|12, 96 on Astral plane|2-8 (away from lair)|Per class and level|Dictatorship/monarchy|M (6' tall)|Possible spell use, possible magical weapon|Nil|Per class and level|Individuals R; Lair H|Per class and level|Any evil|Per armor|Astral or prime|Per weapon type
['2118', '2140', '2602', '2428']|githzera|Planescape|Githzerai|Githzerai|Githzerai|Omnivore|Very rare|Per class and level|Exceptional to genius (15-18)|50%|Average to steady (8-12)|12, 96 in Limbo|2-8 (away from lair)|Per class and level|Monarchy/dictatorship|M (6' tall)|Nil|Nil|Per class and level|Individual P; Lair H&times;2|Per class and level|Chaotic neutral|Varies|Limbo|Per weapon type
['2140', '2125']|gloowing|Advanced Dungeons & Dragons 2nd Edition|Gloomwing|Gloomwing|Moth|Carnivore|Rare|5+1|Animal (1)|Nil|Average (8-10)|2, Fl 18 (D)|1|3|Solitary|M (8')|Pheromone|Confusion|15|Nil|1,400|Neutral|1|Any, Demi-plane of Shadow|1-3/1-3/1-8
['2140', '2125']|gloowing|Advanced Dungeons & Dragons 2nd Edition|Gloomwing|Gloomwing|Tenebrous Worm|Carnivore|Uncommon|10|Animal (1)|Nil|Elite (13)|10|1|1|Solitary|M (6')|Acid|Poison Bristles|11|Nil|5,000|Neutral|1|Forests|2-16
['2102', '2140']|gnoll|Advanced Dungeons & Dragons 2nd Edition|Gnoll|Gnoll|Flind|Carnivore|Rare|2+3|Average (8-10)|Nil|Steady (11-12)|12|1-4|1 or 2|Tribe|M (6½' tall)|Disarm|Nil|17|A|120|Lawful evil|5 (10)|Any tropical to temperate non-desert|1-6 or 1-4 (weapons)
['2102', '2140']|gnoll|Advanced Dungeons & Dragons 2nd Edition|Gnoll|Gnoll|Gnoll|Carnivore|Uncommon|2|Low (5-7)|Nil|Steady (11)|9|2-12 (2d6)|1|Tribe|L (7½' tall)|Nil|Nil|19|D,Q&times;5,S (L,M)|35<br>Leaders &amp; guards: 65<br>Chieftain: 120|Chaotic evil|5 (10)|Any tropical to temperate non-desert|2-8 (2d4) (weapon)
['2140', '2102']|gnome|Advanced Dungeons & Dragons 2nd Edition|Gnome|Gnome|Forest|Omnivore|Very rare|2 (base)|Varies (3-17)|Special|Elite (14)|12|1-4 (1d4)|1|Clans|S (2-2½')|Traps|See below|18|J,K,Q&times;2 (C)|120 (base)|Neutral good|10|Forest|By weapon
['2140', '2102']|gnome|Advanced Dungeons & Dragons 2nd Edition|Gnome|Gnome|Gnome (Rock)|Omnivore|Rare|1 (base)|Varies (7-19)|Special|Steady (12)|6|4-12 (4d3)|1|Clans|S (3½')|Nil|See below|19|M&times;3 (C,Q&times;20)|65 (base)|Neutral good|6 or better|Hills|By weapon
['2140', '2102']|gnome|Advanced Dungeons & Dragons 2nd Edition|Gnome|Gnome|Svirfneblin|Omnivore|Very rare|3+6 (base)|Varies (3-17)|20% (and up)|Elite (13)|9|5-8 (1d4+4)|1|Colony|S (3-3½')|Stun darts|See below|17|K&times;2,Q&times;3 (D,Q&times;5)|420 (base)|Neutral (good)|2 or better|Subterranean|By weapon
['2140', '2102']|gnome|Advanced Dungeons & Dragons 2nd Edition|Gnome|Gnome|Tinker|Omnivore|Rare|1 (base)|Varies (8-18)|Special|Average (8)|6|1-12 (1d12)|1|Colony/Guild|S (3½')|Nil|See below|19|M&times;30 (C,Q&times;20)|65 (base)|Neutral or Lawful good|10 or 5|Mountains|By weapon
