TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2103', '2140']|mimic|Advanced Dungeons & Dragons 2nd Edition|Mimic|Mimic|Common|Carnivore|Rare|7-8|Average (8-10)|Nil|Champion (15)|3|1|1|Solitary|L|Glue|Camouflage|13|Incidental|7 HD: 975<br>8 HD: 1,400|Neutral|7|Subterranean|3-12 (smash)
['2103', '2140']|mimic|Advanced Dungeons & Dragons 2nd Edition|Mimic|Mimic|Killer|Carnivore|Rare|9-10|Semi- (2-4)|Nil|Elite (13)|3|1|1|Solitary|L|Glue|Camouflage|11|Incidental|9 HD: 2,000<br>10 HD: 3,000|Neutral (evil)|7|Subterranean|3-12 (smash)
['2158', '1104']|mimigrea|Advanced Dungeons & Dragons 2nd Edition|Mimic, Greater|Mimic, Greater|Mimic, Greater|Carnivore|Very rare|15 or 16|Very to High (12-14)|10%|Fanatic (17)|1|1|1|Solitary|H (1,000+ cu.ft.)|Surprise, glue|Camouflage|5|Nil|7,000-8,000|Neutral|5 internal (2 external)|Subterranean|6d4
['2145']|mimihohu|Advanced Dungeons & Dragons 2nd Edition|Mimic, House Hunter|Mimic, House Hunter|Adult|Carnivore|Rare|15|Low (5-7)|Nil|Champion (15-16)|3|1d6|3|Pack|H (15-20' tall)|Mimicry; continuous damage|Camouflage, heat and cold resistance|5|J,K,L,M|8,000|Neutral|0 (shell), 6 (tentacles and tongue)|Any land|3d6
['2145']|mimihohu|Advanced Dungeons & Dragons 2nd Edition|Mimic, House Hunter|Mimic, House Hunter|Ancient|Carnivore|Rare|20|Average (8-10)|Nil|Fanatic (17-18)|3|1d4|1d4+2|Pack|G (30-40' tall)|Mimicry, continuous damage|Camouflage, heat and cold resistance|1|(J,K,L,M,N,Q)&times;10,S|13,000|Neutral|0 (shell), 6 (tentacles and tongue)|Any land|4d6
['2145']|mimihohu|Advanced Dungeons & Dragons 2nd Edition|Mimic, House Hunter|Mimic, House Hunter|Young|Carnivore|Rare|10|Semi (2-4)|Nil|Elite (13-14)|3|1d4|3|Pack|L (10' tall)|Mimicry, continuous damage|Camouflage, heat and cold resistance|11|Nil|3,000|Neutral|0 (shell), 6 (tentacles and tongue)|Any land|2d6
['2109']|mimispac|Spelljammer|Mimic, Space|Mimic, Space|Mimic, Space|Carnivore|Very rare|12|High (13-14)|Nil|Champion (15)|3, Fl 18 (B)|1|1|Solitary|L (varies)|Glue|Camouflage|9|V (U)|5,000|Neutral|7|Wildspace|3-12 (smash)
['2102', '2140', '2428']|mindflay|Advanced Dungeons & Dragons 2nd Edition|Mind Flayer|Mind Flayer|Mind Flayer|Carnivore (brains)|Rare|8+4|Genius (17-18)|90%|Champion (15) + special|12|1-4|4|Community|M (6' tall)|Mind blast, see below|Magical powers|11|S,T,X (B)|9,000 (7,000 for psionic version)|Lawful evil|5|Any subterranean|2; see below
['9274']|minidivi|Forgotten Realms|Minion, Divine|Minion, Divine|Minion, Divine|Carnivore|Uncommon|6 (25 hp)|High (13-14)|10%|Champion (16)|12 or see below|1-20|1 or see below|Group|Variable, M (6½' tall)|Polymorph self|See below|11 (15)|Nil|1,400|Lawful evil|-2|Any/Desert, arid, or cities|1-12 or see below
['3140']|minilost|Birthright|Minion of the Lost|Minion of the Lost|Halfling Spawn|Omnivore|Uncommon|2|Average (8-10)|See below|Average (8-10)|6, 12 in trees|3-24 (10-100)|1 (missile) or 3 (melee)|Community|S (3' 6" tall)|Strangle|Resists poison|19|J (O, P)||Neutral evil|6|Cerilian or Shadow World forests|By weapon or 1d4/1d4/1d8
['3140']|minilost|Birthright|Minion of the Lost|Minion of the Lost|Masetian Spawn|Omnivore|Rare|3|Very (11-12)|Nil|Steady (11-12)|12|3-24 (10-100)|1|Community|M (6' tall)|Bite|See text|18|K (M, P)|175|Lawful evil|8 (10)|Shadow World|By weapon or 1d6
['3140']|minilost|Birthright|Minion of the Lost|Minion of the Lost|Orog Spawn|Carnivore|Rare|4+4|Low (5-7)|Nil|Elite (13-14)|12|3-24 (10-100)|1|Community|H (7' tall, 20' long)|Nil|Nil|17|J (O)|270|Chaotic evil|3 (armored torso), 5 (lower body and unarmored torso)|Shadow World|By weapon +2
['2600']|minioset|Planescape|Minion of Set|Minion of Set|Minion of Set|Carnivore|Uncommon|6|High (13-14)|10%|Fearless (20)|12|1d20|3/2 or by form|Hierarchy|M (6'6&rdquo; tall)|See below|Saves as 10th-level fighter|15|Nil|1,400<br>Shadow Priest: 2,000|Lawful evil|-2|Baator|1d12 (snake bite), by weapon or by form
['Dungeon31']|minisetl|Planescape|Minion of Set, Lesser|Minion of Set, Lesser|Minion of Set, Lesser|Omnivore|Uncommon|3+1 (25hp)|Average to high (8-14)|10%|Fearless (20)|12|1-20 (or more)|3/2 in human form, or 1 in serpent form|Solitary to legion|M (6½' in human form, or H (13' long) in serpent form|Entanglment in serpent form|Save as 10th-level warrior|11|Nil|650|Lawful evil|-2|Any|By weapon type in human form, or 1-12 (bite) in serpent form
['2105']|minokryn|Dragonlance|Minotaur, Krynn|Minotaur, Krynn|Minotaur, Krynn|Omnivore|Rare|6+3|Varies (5-18)|See below|Elite (13)|12|Patrol: 1-8; Settlement: 20-400|2|Family|L (7-8' tall)|See below|See below|13|L,M (C)|Varies|Varies, but usually lawful evil|6 (5)|Tropical and subtropical/Islands and seacoasts|2-8/1-4 (horns and bite) or by weapon
['2102', '2140']|minotaur|Advanced Dungeons & Dragons 2nd Edition|Minotaur|Minotaur|Minotaur|Carnivore (man-eater)|Rare|6+3|Low (5-7)|Nil|Elite (13) + Special|12|1-8|2|Clan|L (7½' tall)|Grapple, charge|+2 bonus on surprise roll|13|(C)|1,400<br>Elder: 3,000|Chaotic evil|6|Temperate and subtropical labyrinths|2-8/2-8 or 1-4/by weapon type
['2109']|misi|Spelljammer|Misi|Misi|Misi|Magical energy|Very rare|5|Very (11-12)|10%|Unsteady (7)|12 (through any medium) (or SR 5)|1-6|1 (for entire pack)|Pack|S (3' tall)|See below|Injured only by spells|N/A|Nil|975|Chaotic neutral|0|Wildspace/phlogiston|Special
['2140', '2104']|mistcrde|Advanced Dungeons & Dragons 2nd Edition|Mist, Crimson Death|Mist, Crimson Death|Mist, Crimson Death|Carnivore|Very rare|13|Genius (17-18)|95%|Champion (15-16)|Fl 12, Fl 6 after feeding (B)|1|1|Solitary|M (60')|See below|See below|7|Z|9,000|Neutral evil|0 (4)|Bogs, swamps|3-30
['2153', '9348']|mistfema|Ravenloft|Mist Ferryman|Mist Ferryman|Mist Ferryman|Carnivore|Rare|4|Low (5-7)|Nil|Average (8-10)|12|1|3|Solitary|M (6' tall)|Disease|+1 or better weapons to hit|17|Nil|420|Neutral evil|3|Mists and fog banks|1d6/1d6/1d8
['2122']|misthorr|Ravenloft|Mist Horror|Mist Horror|Common|None|Common|5|Low (5-7)|50%|Steady (11-12)|15|1|2|Solitary|Varies|See below|See below|15|Nil|3,000|Neutral evil|2|Ravenloft mists|2d6/2d6
['2122']|misthorr|Ravenloft|Mist Horror|Mist Horror|Wandering|None|Uncommon|5|Average (8-10)|50%|Steady (11-12)|15|1|2|Solitary|Varies|See below|See below|15|Nil|5,000|Chaotic evil|0|Ravenloft mists|2d6/2d6
['1120', '2166']|mistscda|Forgotten Realms|Mist, Scarlet Dancer|Mist, Scarlet Dancer|Mist, Scarlet Dancer|Carnivore|Rare|1 per 10 present|Semi- (2-4)|Nil|Champion (15-16)|Fl 24 (A) (Fl 12 (B) after feeding)|10-100|1|Cluster|T (2' diameter)|Blood drain|Nil|Varies by number of Hit Dice|S|10 dancers: 35<br>20 dancers: 65<br>30 dancers: 120<br>40 dancers: 175<br>50 dancers: 270<br>60 dancers: 420<br>70 dancers: 975<br>80 dancers: 1,400<br>90 dancers: 2,000<br>100 dancers: 3,000|Neutral|1 (8 after feeding)|Swamps/sewers|1d3 per Hit Die
['BookofShadows']|mistsylp|Ravenloft|Mist Sylph|Mist Sylph|Mist Sylph|Carnivore|Very rare|3|Exceptional (15-16)|50%|Elite (14)|9, Fly 24 (A)|1|1|Solitary|M (4'-5' tall)|Spells|Spells|17|Nil|1,400|Neutral (evil)|8|Any Ravenloft/Foggy areas|By weapon
['2140', '2107']|mistvamp|Advanced Dungeons & Dragons 2nd Edition|Mist, Vampiric|Mist, Vampiric|Mist, Vampiric|Blood|Rare|3|Average (8-10)|See below|Elite (13-14)|12 (6 when substantial)|1-3|1|Solitary|M (5-8' tall)|See below|See below|See below|(D)|270|Neutral evil|4 (8 when substantial)|Non-arctic/Swamps, subterranean|1-8
['2107']|mite|Greyhawk|Mite|Mite|Mite|Omnivore|Rare|1-1|Low (5-7)|Nil|Average (8-10)|3|6-24|1|Tribe|T (2' tall)|Nil|Nil|20|K (C)|35|Lawful evil|8|Any/Subterranean|1-3
['2107']|mite|Greyhawk|Mite|Mite|Snyad (Pestie)|Omnivore|Uncommon|1-1|Low (5-7)|See below|Average (8-10)|21|1-8|0|Family|T (2½' tall)|Nil|See below|20|J (I)|65|Neutral|-4|Any/Subterranean|Nil
['2607']|moigno|Planescape|Moigno|Moigno|Moigno|Nil|Rare|2+2|See below|Nil|Fearless (20)|See below|1d4|1|Patrol|T (1' tall)|Paradox attack|Immune to physical attacks; reconstruction|Automatic|Nil|2,000|Lawful neutral|0|Mechanus|1d20
['1162']|moilhear|Greyhawk|Moilian Heart|Moilian Heart|Moilian Heart|None|Very rare|3|Non- (0)|Nil|Fearless (20)|Nil|1|Nil|Solitary|S (heart sized)|Life drain, frost|Regeneration|None|Nil|975|Neutral evil|10|Any|Nil
['1162']|moilzomb|Greyhawk|Moilian Zombie|Moilian Zombie|Moilian Zombie|None|Uncommon|9|Low (5-7)|Nil|Fearless (20)|9|1-6|1|Solitary|M (5-6' tall)|Life drain, frost|Regeneration|11|F|4,000|Chaotic evil|6|City of Moil|By weapon (1d8)
['2140', '2103']|mold|Advanced Dungeons & Dragons 2nd Edition|Mold I|Mold I|Brown|Heat|Very rare|N/A|Non- (0)|Nil|N/A|0|1 patch|0|Patch|S-L|Freezing|Absorb Heat|N/A|Nil|15|Neutral|9|Subterranean|N/A
['2140', '2103']|mold|Advanced Dungeons & Dragons 2nd Edition|Mold I|Mold I|Russet|Moisture|Very rare|N/A|Non- (0)|Nil|N/A|0|1 patch|0|Patch|S-L|Spores|Immune to weapons, cold, fire|N/A|Nil|35|Neutral|9|Subterranean|N/A
['2140', '2103']|mold|Advanced Dungeons & Dragons 2nd Edition|Mold I|Mold I|Yellow|Mental Energy|Uncommon|N/A|Not Ratable (0)|20%|N/A|0|1 patch|1|Patch|S-L|Poison Spores|Affected only by fire|N/A|Nil|65|Neutral|9|Subterranean|N/A
['2158', '1104']|mold2|Advanced Dungeons & Dragons 2nd Edition|Mold II|Mold II|Death Mold|Carnivore|Very rare|n/a|Animal (1)|Nil|n/a|3|1-3 patches|1|Patch|S to L|Spores, paralysis|See below|n/a|Nil|175|Neutral|9|Subterranean|1d8
['2158', '1104']|mold2|Advanced Dungeons & Dragons 2nd Edition|Mold II|Mold II|Deep Mold|Carnivore|Uncommon|n/a|Non- (0)|20%|n/a|0|1 patch|1|Patch|S to L|Spores, Strength loss|See below|n/a|Nil|35|Neutral|9|Subterranean|Special
['2158', '1104']|mold2|Advanced Dungeons & Dragons 2nd Edition|Mold II|Mold II|Gray Mold|Carnivore|Rare|n/a|Non- (0)|35%|n/a|0|1 patch|1|Patch|S to L|Spores|See below|n/a|Nil|65|Neutral|9|Subterranean|1d6
['2173', 'DragonMagazineAnnual1996']|moldchro|Dragon Magazine|Mold, Chromatic|Mold, Chromatic|Mold, Chromatic|Carnivore|Uncommon|2|Non- (0)|Nil|n/a|0 (special)|1 patch|1|Patch|S to L|<i>Fascination</i>, spore infestation|Immune to nonfire attacks|Nil|Nil|175<br>Sonic: 270|Neutral|0|Underdark|Nil
['TheLonesomeRoad', 'ShawnMulder']|moldling|Ravenloft|Moldling|Moldling|Moldling|Carnivore|Uncommon|4|Average (10)|40%|Fanatic (18)|9|1|3/2|Solitary|M (5' long)|Infection, Fear|Weapon Immunities, Spell Immunities, Animate Dead|5|Nil|6,000|Chaotic evil|-3|Populated areas (Richemulot)|2d6+1 and 2d6+1/5d4+3
['2140']|moldman|Advanced Dungeons & Dragons 2nd Edition|Moldman|Moldman|Moldman|Carnivore|Very rare|1 to 6|Low (5-7)|Nil|Average (8-10)|12|6-24 or 30-300|1|Tribe|S-M (2-4½')|See below|See below|1 or 2 HD: 19<br>3 or 4 HD: 17<br>5 or 6 HD: 15|O,P|1 HD: 120<br>2 HD: 175<br>3 HD: 270<br>4 HD: 420<br>5 HD: 650<br>6 HD: 2,000|Neutral|4|Tropical or subtropical moist forests and caverns|1-6 or by weapon
['Dragon242']|monginfi|Dragon Magazine|Mongrelman, Infiltrator|Mongrelman, Infiltrator|Mongrelman, Infiltrator|Omnivore|Very rare (possibly extinct)|4|Very (11-12)|Nil|Elite (14)|12|1-4|1|Small groups|M|Shapechange|Nil|17|See below|270|Lawful neutral|7|Any|By weapon type
['2140', '2103']|mongrelm|Advanced Dungeons & Dragons 2nd Edition|Mongrelman|Mongrelman|Mongrelman|Omnivore|Rare|1-4|Low to Average (5-10)|Nil|Steady (12)|9|1-100|1|Tribal|M (5-7' tall)|Nil|Camouflage, Mimicry|1-2 HD: 19<br>3-4 HD: 17|(C)|1 HD: 35<br>2 HD: 65<br>3 HD: 120<br>4 HD: 175<br>Leader: 270|Lawful neutral|5|Any|1-4 (1 HD), 1-6 (2 HD), 1-8 (3 HD), 1-10 (4 HD) or by weapon type
['2119']|monitor|Spelljammer|Monitor|Monitor|Monitor|Herbivore|Uncommon|10|Exceptional (16)|50%|Elite (16)|12, Fl 24 (A), Sw 9|4-7|2 or 3|Patrol|M (6' tall)|See below|Nil|11|D|8,000|Lawful good|0|Any|1d10 (weapon) +1 (strength bonus) or 1d8/1d8
['1055']|monkgrsp|The Horde (Forgotten Realms)|Monkey (Greater Spirit)|Monkey (Greater Spirit)|Monkey (Greater Spirit)|Vegetarian|Unique|*|Supra-genius (19-20)|30%|Fearless (19-20)|15, Fl 24|1|5|Solitary|M (5'6&rdquo;)|See below|See below|2|Special|See below|Chaotic good|-10|Any|By weapon +5
['3118']|monkking|Birthright|The Monkey King|The Monkey King|The Monkey King|Omnivore|Unique|15 (120 hp)|Genius (18)|50%|Champion (15-16)|15, Cl 18|1|1 (2 in trees)|Solitary|M (5'+ tall)|Drunken luck, tail, taunting|Danger sense, polenult|5|Nil (E, S, Z)|18,000|Chaotic neutral|4|Any subtropical or tropical land|1d10 (or by weapon +6)
['9295']|monolisk|Lankhmar|Monolisk|Monolisk|Monolisk|Carnivore|Very rare|14|Animal (1)|Nil|Elite (13)|21|1|2|Solitary|G (50' long)|Electrical|Strategy|7|Nil|5,000|Neutral|-1|Deep Waters|2d4/1d6
['2613']|monsoleg|Planescape|Monster of Legend|Monster of Legend|Monster of Legend|Carnivore|Very rare|75-150 hit points (120 hp)|Per prime-material monster|Special (80%)|Fearless (19-20)|Per prime-material monster (18, Fl 30 (D))|1|Per prime-material monster (3)|Solitary|Varies (H, 12' tall)|Vanes (roar)|Varies|5|G,Z&times;2|Special (35,000)|Per prime-material monster|0 or better (-6)|Any|Varies (4d6/4d6/2d10)
['2109']|moonrogu|Spelljammer|Moon, Rogue|Moon, Rogue|Moon, Rogue|Omnivore|Very rare|15|Animal to low (1-7)|Nil|Steady (11)|3, Fl 18 (D)|1|1, Special|None|H to G|Paralyzing spines|Nil|5|Nil (incidental)|9,000|Neutral|5|Wildspace|1-10, Special
['2153']|moorman|Ravenloft|Moor Man|Moor Man|Moor Man|Carnivore|Uncommon|4+2|Average (8-10)|Nil|Unsteady (5-7)|12|4-24 (4d6)|1|Tribal|M|See below|See below|17|M (I)|270|Chaotic evil|8|Moors|By weapon
['2125', 'Dragon163']|morin|Forgotten Realms|Morin|Morin|Morin|Scavenger|Uncommon|2|Animal (1)|Nil|Special|18|3-12|6|Pack|S (1-2')|Swarm|Burrowing|19|(Z)|120|Neutral|7|Plains or steppe|1-2 each
['2103', '2140']|morkoth|Advanced Dungeons & Dragons 2nd Edition|Morkoth|Morkoth|Morkoth|Carnivore|Very rare|7|Exceptional (15-16)|Nil|Elite (14)|Sw 18|1|1|Solitary|M (6' long)|Hypnosis|Spell reflection|13|(G)|1,400|Chaotic evil|3|Any aquatic|1-10
['1124']|morpheus|Ravenloft|Morpheus|Morpheus|Morpheus|Special|Unique|12|Genius (17)|60%|Steady (12)|12, Fl 12 (B)|1|1|Solitary|M (60' tall)|Change form, gate|+2 or better to hit|9|Nil|12,000|Chaotic evil|0|The Nightmare Lands|1d4+2
['2118', '2613']|mortai|Planescape|Mortai|Mortai|Mortai|Unknown|Rare|20|Godlike (21+)|80%|Fearless (19-20)|Fl 48 (A)|1|1 (special)|Solitary|G (undetermined dimensions)|Wind magic|Immune to weapons|5|None|25,000|Neutral good (chaotic)|-5|Beastlands|10d6 (special)
['2109']|mortiss|Spelljammer|Mortiss|Mortiss|Mortiss|Organic debris & solar energy|Rare|1-100|Non- (0)|Nil|Fearless (20)|1|1|1-6 per foe|Colony|Varies (2&rdquo; to 6' long)|Sting|Withdraw into tubes, webs|20|Nil|Varies|Neutral|4|Space/Non-moon, non-planet|1
['Dragon238']|mothplag|Dragon Magazine|Moth, Plague|Moth, Plague|Moth, Plague|Blood|Uncommon|1+4|Animal (1)|T (1' wingspan)||Fly 15 (MC B)|1-20 (special)|1|Swarm|-8|Venom|See below|18|Nil||Neutral|6|Sewers|1d4
['2103', '2140']|muckdwel|Advanced Dungeons & Dragons 2nd Edition|Muckdweller|Muckdweller|Muckdweller|Omnivore|Rare|½|Average (8-10)|Nil|Average (10)|3, Sw 12|5-20|1|Tribal|T (1' high)|Water jet|Nil|20|Q, (J,K,L,M,N)|15|Lawful evil|6|Temperate or tropical/Swamp|1-2
['2102', '2140']|mudman|Advanced Dungeons & Dragons 2nd Edition|Mudman|Mudman|Mudman|Dweomer|Very rare|2|Non- (0)|Nil|Special|3|2-12 (2d6)|1|Pack|S (4' high)|Mud-throwing, suffocation|See below|19|Nil|175|Neutral|10|Any pool|Special
['2501']|mujina|Mystara|Mujina|Mujina|Mujina|Omnivore|Very rare|8|Average (8-10)|Nil|Elite (13)|12|1d4|2|Solitary|M (5-7' tall)|Fear|Disguise|13|E|2,000|Chaotic evil|4|Any|By weapon +6/by weapon +6
['2433', 'Dragon173']|mul|Dark Sun|Mul|Mul|Mul|Omnivore|Very rare|5|Average (8-10)|Nil|Champion (15-16)|12|1|1|Solitary|M (6-7' tall)|Strength bonus|Nil|19|Varies|65|Any neutral|10|Any land (mainly urban)|1d3 or by weapon +2
['1124']|mullonga|Ravenloft|Mullonga|Mullonga|Mullonga|Special|Unique|13|Genius (17)|40%|Fanatic (18)|12|1|2|Solitary|M (5' tall)|Spells|+2 or better to hit|7|D|11,000|Lawful evil|3|The Nightmare Lands|2d6/2d6
['2405']|mulwild|Dark Sun|Mul, Wild|Mul, Wild|Mul, Wild|Omnivore|Common|5+5|Average (8-10)|Nil|Steady (11-12)|9|2-7 (1d6+1)|1|Clans|M (6-7' tall)|Psionics|Nil|15|L (C)|270|Any|8 (10)|Tablelands|1-8 (weapon) +1 (strength)
['TheLonesomeRoad']|mumapadu|Ravenloft|Muma Padura|Muma Padura|Muma Padura|Sunlight|Very rare|5|High (13-14)|30%|Unsteady (6)|18|1|2|Solitary|M (5½' tall)|Transformation|+1 or better to hit|15|X|1,400|Neutral evil|8|Temperate forests (Barovia)|1d4+1/1d4+1
['2158']|mummcrea|Advanced Dungeons & Dragons 2nd Edition|Mummy, Creature|Mummy, Creature|Animal|Omnivore|Rare|+1 HD+3 hp|Low (5-7)|Nil|Elite (13)|12|1-8|By type|Pack|S-M|Fear, disease|See below|Varies|Nil (R)|Base +5 levels|Neutral evil|6*|Arid, arctic, barren|Varies +1
['2158']|mummcrea|Advanced Dungeons & Dragons 2nd Edition|Mummy, Creature|Mummy, Creature|Monster|None|Very rare|+2 HD+3 hp|Average (8-10)|Nil|Champion (15)|9|1-4|By type|Solitary|Varies|Fear, disease, curse, special|See below|Varies|Nil (I)|Base +6 levels|Neutral evil|3*|Arid, arctic, barren|Varies +2
['2122', '2140']|mummgrea|Ravenloft|Mummy, Greater|Mummy, Greater|Mummy, Greater|None|Very rare|8+3 (base)|Genius (17-18)|Nil|Fanatic (17-18)|9|1|1|Solitary|M (6' tall)|See below|See below|11 (base)|V (A&times;2)|8,000 (base)|Lawful evil|2|Any/Desert, Subterranean|3d6
['2139']|mummgrse|Ravenloft|Mummy, Greater, Senmet|Mummy, Greater, Senmet|Mummy, Greater, Senmet|None|Unique|8+3 (45 hp)|Genius (17)|Nil|Fanatic (18)|9|1|1|Solitary|M (6'3&rdquo; tall)|Fear aura; disease|Immune to normal weapons; half-damage from magical weapons; immune to cold and non-magical fire.|11 (10)|V (A&times;2)|8,000|Lawful evil|2|Har'Akir|3-18 (3d6)
['2102', '2140']|mummy|Advanced Dungeons & Dragons 2nd Edition|Mummy|Mummy|Mummy|None|Rare|6+3|Low (5-7)|Nil|Champion (15)|6|2-8 (2d4)|1|Pack|M (6')|Fear, disease|See below|13|P (D)|3,000|Lawful evil|3|Desert subterranean|1-12
['1146', '2173', 'Dragon238']|mummybog|Ravenloft|Mummy, Bog|Mummy, Bog|Mummy, Bog|None|Rare|6|Low (5-7)|Immune to <i>charm</i> and <i>sleep</i> spells|Champion (15-16)|9|1|1|Solitary|M (5-6' tall)|Disease. fear aura|Rejuvenation, +1 or better magical weapons to hit, half damage from copper weapons|15|Nil|3,000|Chaotic evil|3|Swamp|1d12
['Dragon238']|mummyice|Dragon Magazine|Mummy, Ice|Mummy, Ice|Mummy, Ice|None|Rare|7|High to genius (11-18)|Nil|Champion (15)|6|1|1|Solitary|M (5'-6')|Fear, breath weapon, withering touch, spell use|See below|12|P (D)|4,000|Chaotic evil|3|Mountain glacier|1-12 or by weapon type +1
['Dragon270']|murdakus|Greyhawk|Murdakus|Murdakus|Murdakus|Carnivore|Very rare|18|Semi- (2-4)|Nil|Fanatic (17-18)|15, fly 18 (D), sprint 30|1|5|Solitary|G (50' long, 45' tail)|Death frenzy, severing, breath weapon|Immunities, regeneration, absorb heat|7|Nil|25,000|Neutral evil|-4|Empire of Iuz|2-12/2-12/3-30/3-30/2-24
['2109']|murderoi|Spelljammer|Murderoid|Murderoid|Murderoid|Omnivore|Very rare|50|High (13-14)|Nil|Champion (16)|Fl 12 (E)|1 or 1-4|1-3|Solitary|G (100-600 miles diameter)|Spells|Spells|5|Nil|51,000|Neutral evil|0|Wildspace|5-50 each
['2603']|murska|Planescape|Murska|Murska|Murska|Carnivore|Very rare|7|Varies|Nil|Fearless (19)|12|1d4+1|1|Colony|L (8' long)|Hold for 2d6|Immune to charms and gases, ½ damage from fire|13|Nil|1,400|Chaotic evil|2 (variable)|Pandemonium|2d12
['2103', '2140']|myconid|Advanced Dungeons & Dragons 2nd Edition|Myconid|Myconid|Myconid|Herbivore|Rare|1-6|Average (8-10)|Nil|Steady (12) to Elite (13)|9|1-12; 20-200 in lair|1|Communal|T-L (2' per HD)|Spore Clouds|Poisonous Skin|1-2 HD: 19<br>3-4 HD: 17<br>5-6 HD: 15|S&times;2|1 HD: 65<br>2 HD: 120<br>3 HD: 175<br>4 HD: 270<br>5 HD: 420<br>6 HD: 650|Lawful neutral|10|Subterranean|1d4&times;HD
['9326']|myrlocha|Forgotten Realms|Myrlochar|Myrlochar|Myrlochar|Carnivore|Very rare (Uncommon in Abyss)|6+6|Very (11-12)|30%|Champion (15)|8, Wb 16|1-12|3|Hunting packs|M (6' diameter)|See below|See below|1 5|Nil|4,000|Chaotic evil|4|Any|2-5/2-5/2-12
['2524']|mythfolk|Red Steel (Mystara)|Mythuínn Folk|Mythuínn Folk|Mythuínn Folk|Omnivore|Rare|½|Average (8-10)|Nil|Steady (11-12)|6|2d4|1|Village|T (6-9&rdquo; tall)|Nil|Invisibility, <i>dimension door</i>|20|Nil (A)|65|Any good|3|Any arctic or mountain-top|1d2
['2103', '2140']|naga|Advanced Dungeons & Dragons 2nd Edition|Naga|Naga|Guardian|Omnivore|Very rare|11-12|Exceptional (16)|Nil|Champion (15)|15|1-2|2|Solitary|H (20' long)|See below|Nil|9|X (H)|7,000|Lawful good|3|Any land|1-6/2-8
['2103', '2140']|naga|Advanced Dungeons & Dragons 2nd Edition|Naga|Naga|Spirit|Carnivore|Rare|9-10|High (13)|Nil|Elite (14)|12|1-3|1|Solitary|H (15' long)|See below|Nil|11|X (B,T)|5,000|Chaotic evil|4|Subterranean|1-3
['2103', '2140']|naga|Advanced Dungeons & Dragons 2nd Edition|Naga|Naga|Water|Omnivore|Uncommon|7-8|Very (11)|Nil|Steady (11)|9, Sw 18|1-4|1|Solitary|L (10' long)|See below|Nil|13|X (D)|3,000|Neutral|5|Freshwater|1-4
['2145', '1084']|nagabone|Advanced Dungeons & Dragons 2nd Edition|Naga, Bone|Naga, Bone|Naga, Bone|None|Very rare|7|Exceptional (15-16)|Nil|Fearless (19-20)|12|1 or 1d12|2|Solitary or groups (guardians)|L (up to 12' long)|Spells|See below|13|Any (as guardian)|4,000|Lawful evil|6|Any land|1d4 plus special/3d4
['2140', '1085', '2125', '9320']|nagadark|Forgotten Realms|Naga, Dark|Naga, Dark|Naga, Dark|Carnivore|Very rare|9|Exceptional (16)|Nil|Champion (15)|13|1-3 (usually 1)|2|Trios, pairs, alone or work with other lawful evil creatures|L (up to 12' long)|See below|Nil|11|S,T,W|4,000|Lawful evil|6|Any except arctic/any land|1-4/2-8
['2501']|nagpa|Mystara|Nagpa|Nagpa|Nagpa|Omnivore|Very rare|9|Exceptional (15-16)|15%|Elite (13)|12|1|1|Solitary|M (5-6' tall)|Spells|Nil|11|I|3,000|Chaotic neutral|3|Nonarctic desert, ruins|1d8 (staff)
['9582']|narek|Ravenloft|Narek|Narek|Narek|None|Unique|14 (94 hp)|High (14)|Nil|Elite (13)|6|1|2d6|Solitary|G (25' across)|onstriction|Immune to fire and some spells|7|Nil|9,000|Neutral evil|6|The Library of Kas (Tovag)|1d6 each
['2129']|nasnas|Al-Qadim (Forgotten Realms)|Nasnas|Nasnas|Nasnas|Omnivore|Uncommon|2+2|Low (7)|Nil|Steady (12)|9|3-30|1|Tribal|M|Fear|Iron or magic weapons to hit|17 (19)|M (Q,D)|270|Lawful Evil|6|Isolated strongholds and ruins|By weapon type +5
['2116']|nat|Kara-Tur (Forgotten Realms)|Nat|Nat|Einsaung Nat|Omnivore|Rare|2|Very (11-12)|10%|Steady (11)|12|1|1|Solitary|S (3' tall)|Nil|See below|19|Nil|975|Chaotic good|2|Tropical jungle|1-6
['2116']|nat|Kara-Tur (Forgotten Realms)|Nat|Nat|Hkum Yeng Nat|Omnivore|Very rare|4|Average (8-10)|30%|Elite (13)|12, Fl 12 (C)|1|2|Solitary|M (4' tall)|Fear|See below|17|Nil|3,000|Neutral|0|Tropical jungle|1-6/1-6
['2116']|nat|Kara-Tur (Forgotten Realms)|Nat|Nat|Lu Nat|Omnivore|Rare|8|Low (5-7)|10%|Elite (13)|9|1|3|Solitary|S (6' tall)|Disease|See below|13|Nil|8,000|Chaotic evil|-2|Tropical jungle|1-8/1-8/1-4
